"producto","mes_corte","ventas_mes_anterior","promedio_movil_ventas_3_meses","promedio_movil_ventas_6_meses","promedio_movil_ventas_12_meses","vistas_producto_mes_anterior","promedio_movil_vistas_3_meses","ventas_mes_siguiente"
"MuscleTech NitroTech Chocolate 4 lb","2023-06","11","11.67","10.67","12.25","60","72.67","10"
"MuscleTech NitroTech Chocolate 4 lb","2023-07","10","10.67","9.67","11.83","70","72.00","14"
"MuscleTech NitroTech Chocolate 4 lb","2023-08","14","11.67","9.83","11.92","84","71.33","11"
"MuscleTech NitroTech Chocolate 4 lb","2023-09","11","11.67","11.67","11.75","93","82.33","0"
"MuscleTech NitroTech Chocolate 4 lb","2023-10","0","8.33","9.50","10.50","39","72.00","12"
"MuscleTech NitroTech Chocolate 4 lb","2023-11","12","7.67","9.67","10.25","53","61.67","0"
"MuscleTech NitroTech Chocolate 4 lb","2023-12","0","4.00","7.83","9.25","50","47.33","16"
"MuscleTech NitroTech Chocolate 4 lb","2024-01","16","9.33","8.83","9.25","118","73.67","10"
"MuscleTech NitroTech Chocolate 4 lb","2024-02","10","8.67","8.17","9.00","61","76.33","12"
"MuscleTech NitroTech Chocolate 4 lb","2024-03","12","12.67","8.33","10.00","92","90.33","13"
"MuscleTech NitroTech Chocolate 4 lb","2024-04","13","11.67","10.50","10.00","82","78.33","13"
"MuscleTech NitroTech Chocolate 4 lb","2024-05","13","12.67","10.67","10.17","92","88.67","12"
"MuscleTech NitroTech Chocolate 4 lb","2024-06","12","12.67","12.67","10.25","68","80.67","12"
"MuscleTech NitroTech Chocolate 4 lb","2024-07","12","12.33","12.00","10.42","75","78.33","10"
"MuscleTech NitroTech Chocolate 4 lb","2024-08","10","11.33","12.00","10.08","69","70.67","13"
"MuscleTech NitroTech Chocolate 4 lb","2024-09","13","11.67","12.17","10.25","50","64.67","14"
"MuscleTech NitroTech Chocolate 4 lb","2024-10","14","12.33","12.33","11.42","85","68.00","16"
"MuscleTech NitroTech Chocolate 4 lb","2024-11","16","14.33","12.83","11.75","85","73.33","11"
"MuscleTech NitroTech Chocolate 4 lb","2024-12","11","13.67","12.67","12.67","53","74.33","13"
"MuscleTech NitroTech Chocolate 4 lb","2025-01","13","13.33","12.83","12.42","77","71.67","14"
"MuscleTech NitroTech Chocolate 4 lb","2025-02","14","12.67","13.50","12.75","68","66.00","12"
"MuscleTech NitroTech Chocolate 4 lb","2025-03","12","13.00","13.33","12.75","83","76.00","8"
"MuscleTech NitroTech Chocolate 4 lb","2025-04","8","11.33","12.33","12.33","69","73.33","9"
"MuscleTech NitroTech Chocolate 4 lb","2025-05","9","9.67","11.17","12.00","40","64.00","11"
"MuscleTech NitroTech Chocolate 4 lb","2025-06","11","9.33","11.17","11.92","64","57.67","14"
"MuscleTech NitroTech Chocolate 4 lb","2025-07","14","11.33","11.33","12.08","63","55.67","9"
"MuscleTech NitroTech Chocolate 4 lb","2025-08","9","11.33","10.50","12.00","52","59.67","14"
"MuscleTech NitroTech Chocolate 4 lb","2025-09","14","12.33","10.83","12.08","57","57.33","13"
"MuscleTech NitroTech Chocolate 4 lb","2025-10","13","12.00","11.67","12.00","55","54.67","9"
"MuscleTech NitroTech Chocolate 4 lb","2025-11","9","12.00","11.67","11.42","65","59.00","11"
"MuscleTech NitroTech Chocolate 4 lb","2025-12","11","11.00","11.67","11.42","47","55.67","15"
"MuscleTech NitroTech Chocolate 4 lb","2026-01","15","11.67","11.83","11.58","86","66.00","10"
"MuscleTech NitroTech Chocolate 4 lb","2026-02","10","12.00","12.00","11.25","56","63.00","18"
"MuscleTech NitroTech Chocolate 4 lb","2026-03","18","14.33","12.67","11.75","63","68.33","21"
"MuscleTech NitroTech Chocolate 4 lb","2026-04","21","16.33","14.00","12.83","50","56.33","25"
"MuscleTech NitroTech Chocolate 4 lb","2026-05","25","21.33","16.67","14.17","64","59.00","30"
"MuscleTech NitroTech Vanilla 4 lb","2023-06","4","5.67","6.00","5.42","51","62.67","5"
"MuscleTech NitroTech Vanilla 4 lb","2023-07","5","5.33","6.00","5.42","62","62.67","7"
"MuscleTech NitroTech Vanilla 4 lb","2023-08","7","5.33","6.33","5.58","57","56.67","4"
"MuscleTech NitroTech Vanilla 4 lb","2023-09","4","5.33","5.50","5.42","45","54.67","5"
"MuscleTech NitroTech Vanilla 4 lb","2023-10","5","5.33","5.33","5.42","39","47.00","4"
"MuscleTech NitroTech Vanilla 4 lb","2023-11","4","4.33","4.83","5.33","62","48.67","4"
"MuscleTech NitroTech Vanilla 4 lb","2023-12","4","4.33","4.83","5.42","59","53.33","6"
"MuscleTech NitroTech Vanilla 4 lb","2024-01","6","4.67","5.00","5.50","77","66.00","6"
"MuscleTech NitroTech Vanilla 4 lb","2024-02","6","5.33","4.83","5.58","54","63.33","4"
"MuscleTech NitroTech Vanilla 4 lb","2024-03","4","5.33","4.83","5.17","45","58.67","6"
"MuscleTech NitroTech Vanilla 4 lb","2024-04","6","5.33","5.00","5.17","53","50.67","6"
"MuscleTech NitroTech Vanilla 4 lb","2024-05","6","5.33","5.33","5.08","76","58.00","6"
"MuscleTech NitroTech Vanilla 4 lb","2024-06","6","6.00","5.67","5.25","56","61.67","12"
"MuscleTech NitroTech Vanilla 4 lb","2024-07","12","8.00","6.67","5.83","56","62.67","13"
"MuscleTech NitroTech Vanilla 4 lb","2024-08","13","10.33","7.83","6.33","52","54.67","14"
"MuscleTech NitroTech Vanilla 4 lb","2024-09","14","13.00","9.50","7.17","50","52.67","5"
"MuscleTech NitroTech Vanilla 4 lb","2024-10","5","10.67","9.33","7.17","60","54.00","15"
"MuscleTech NitroTech Vanilla 4 lb","2024-11","15","11.33","10.83","8.08","55","55.00","19"
"MuscleTech NitroTech Vanilla 4 lb","2024-12","19","13.00","13.00","9.33","57","57.33","16"
"MuscleTech NitroTech Vanilla 4 lb","2025-01","16","16.67","13.67","10.17","59","57.00","14"
"MuscleTech NitroTech Vanilla 4 lb","2025-02","14","16.33","13.83","10.83","49","55.00","5"
"MuscleTech NitroTech Vanilla 4 lb","2025-03","5","11.67","12.33","10.92","41","49.67","9"
"MuscleTech NitroTech Vanilla 4 lb","2025-04","9","9.33","13.00","11.17","38","42.67","7"
"MuscleTech NitroTech Vanilla 4 lb","2025-05","7","7.00","11.67","11.25","43","40.67","11"
"MuscleTech NitroTech Vanilla 4 lb","2025-06","11","9.00","10.33","11.67","59","46.67","5"
"MuscleTech NitroTech Vanilla 4 lb","2025-07","5","7.67","8.50","11.08","48","50.00","4"
"MuscleTech NitroTech Vanilla 4 lb","2025-08","4","6.67","6.83","10.33","59","55.33","11"
"MuscleTech NitroTech Vanilla 4 lb","2025-09","11","6.67","7.83","10.08","45","50.67","7"
"MuscleTech NitroTech Vanilla 4 lb","2025-10","7","7.33","7.50","10.25","37","47.00","16"
"MuscleTech NitroTech Vanilla 4 lb","2025-11","16","11.33","9.00","10.33","55","45.67","14"
"MuscleTech NitroTech Vanilla 4 lb","2025-12","14","12.33","9.50","9.92","40","44.00","6"
"MuscleTech NitroTech Vanilla 4 lb","2026-01","6","12.00","9.67","9.08","65","53.33","19"
"MuscleTech NitroTech Vanilla 4 lb","2026-02","19","13.00","12.17","9.50","51","52.00","16"
"MuscleTech NitroTech Vanilla 4 lb","2026-03","16","13.67","13.00","10.42","45","53.67","19"
"MuscleTech NitroTech Vanilla 4 lb","2026-04","19","18.00","15.00","11.25","46","47.33","34"
"MuscleTech NitroTech Vanilla 4 lb","2026-05","34","23.00","18.00","13.50","53","48.00","25"
"MuscleTech Platinum Creatine 400 g","2023-06","12","10.00","11.33","11.58","74","56.00","15"
"MuscleTech Platinum Creatine 400 g","2023-07","15","12.00","11.67","11.67","95","70.00","15"
"MuscleTech Platinum Creatine 400 g","2023-08","15","14.00","12.67","12.25","44","71.00","15"
"MuscleTech Platinum Creatine 400 g","2023-09","15","15.00","12.50","12.17","43","60.67","8"
"MuscleTech Platinum Creatine 400 g","2023-10","8","12.67","12.33","11.92","54","47.00","15"
"MuscleTech Platinum Creatine 400 g","2023-11","15","12.67","13.33","12.08","71","56.00","9"
"MuscleTech Platinum Creatine 400 g","2023-12","9","10.67","12.83","12.08","51","58.67","17"
"MuscleTech Platinum Creatine 400 g","2024-01","17","13.67","13.17","12.42","62","61.33","8"
"MuscleTech Platinum Creatine 400 g","2024-02","8","11.33","12.00","12.33","55","56.00","13"
"MuscleTech Platinum Creatine 400 g","2024-03","13","12.67","11.67","12.08","81","66.00","17"
"MuscleTech Platinum Creatine 400 g","2024-04","17","12.67","13.17","12.75","84","73.33","14"
"MuscleTech Platinum Creatine 400 g","2024-05","14","14.67","13.00","13.17","84","83.00","9"
"MuscleTech Platinum Creatine 400 g","2024-06","9","13.33","13.00","12.92","46","71.33","37"
"MuscleTech Platinum Creatine 400 g","2024-07","37","20.00","16.33","14.75","90","73.33","28"
"MuscleTech Platinum Creatine 400 g","2024-08","28","24.67","19.67","15.83","42","59.33","35"
"MuscleTech Platinum Creatine 400 g","2024-09","35","33.33","23.33","17.50","39","57.00","33"
"MuscleTech Platinum Creatine 400 g","2024-10","33","32.00","26.00","19.58","40","40.33","38"
"MuscleTech Platinum Creatine 400 g","2024-11","38","35.33","30.00","21.50","80","53.00","32"
"MuscleTech Platinum Creatine 400 g","2024-12","32","34.33","33.83","23.42","43","54.33","26"
"MuscleTech Platinum Creatine 400 g","2025-01","26","32.00","32.00","24.17","55","59.33","29"
"MuscleTech Platinum Creatine 400 g","2025-02","29","29.00","32.17","25.92","57","51.67","36"
"MuscleTech Platinum Creatine 400 g","2025-03","36","30.33","32.33","27.83","60","57.33","40"
"MuscleTech Platinum Creatine 400 g","2025-04","40","35.00","33.50","29.75","41","52.67","30"
"MuscleTech Platinum Creatine 400 g","2025-05","30","35.33","32.17","31.08","36","45.67","31"
"MuscleTech Platinum Creatine 400 g","2025-06","31","33.67","32.00","32.92","61","46.00","32"
"MuscleTech Platinum Creatine 400 g","2025-07","32","31.00","33.00","32.50","50","49.00","39"
"MuscleTech Platinum Creatine 400 g","2025-08","39","34.00","34.67","33.42","45","52.00","35"
"MuscleTech Platinum Creatine 400 g","2025-09","35","35.33","34.50","33.42","48","47.67","28"
"MuscleTech Platinum Creatine 400 g","2025-10","28","34.00","32.50","33.00","53","48.67","48"
"MuscleTech Platinum Creatine 400 g","2025-11","48","37.00","35.50","33.83","88","63.00","24"
"MuscleTech Platinum Creatine 400 g","2025-12","24","33.33","34.33","33.17","32","57.67","41"
"MuscleTech Platinum Creatine 400 g","2026-01","41","37.67","35.83","34.42","35","51.67","27"
"MuscleTech Platinum Creatine 400 g","2026-02","27","30.67","33.83","34.25","64","43.67","46"
"MuscleTech Platinum Creatine 400 g","2026-03","46","38.00","35.67","35.08","85","61.33","42"
"MuscleTech Platinum Creatine 400 g","2026-04","42","38.33","38.00","35.25","57","68.67","40"
"MuscleTech Platinum Creatine 400 g","2026-05","40","42.67","36.67","36.08","54","65.33","58"
"MuscleTech Platinum Multivitamin 90 tabs","2023-06","11","9.33","9.00","8.58","135","135.00","10"
"MuscleTech Platinum Multivitamin 90 tabs","2023-07","10","9.00","9.50","8.67","113","127.67","8"
"MuscleTech Platinum Multivitamin 90 tabs","2023-08","8","9.67","9.00","8.83","114","120.67","6"
"MuscleTech Platinum Multivitamin 90 tabs","2023-09","6","8.00","8.67","8.83","135","120.67","12"
"MuscleTech Platinum Multivitamin 90 tabs","2023-10","12","8.67","8.83","9.25","125","124.67","10"
"MuscleTech Platinum Multivitamin 90 tabs","2023-11","10","9.33","9.50","9.42","135","131.67","11"
"MuscleTech Platinum Multivitamin 90 tabs","2023-12","11","11.00","9.50","9.25","135","131.67","12"
"MuscleTech Platinum Multivitamin 90 tabs","2024-01","12","11.00","9.83","9.67","105","125.00","6"
"MuscleTech Platinum Multivitamin 90 tabs","2024-02","6","9.67","9.50","9.25","114","118.00","6"
"MuscleTech Platinum Multivitamin 90 tabs","2024-03","6","8.00","9.50","9.08","116","111.67","8"
"MuscleTech Platinum Multivitamin 90 tabs","2024-04","8","6.67","8.83","8.83","113","114.33","9"
"MuscleTech Platinum Multivitamin 90 tabs","2024-05","9","7.67","8.67","9.08","135","121.33","5"
"MuscleTech Platinum Multivitamin 90 tabs","2024-06","5","7.33","7.67","8.58","135","127.67","8"
"MuscleTech Platinum Multivitamin 90 tabs","2024-07","8","7.33","7.00","8.42","135","135.00","6"
"MuscleTech Platinum Multivitamin 90 tabs","2024-08","6","6.33","7.00","8.25","105","125.00","19"
"MuscleTech Platinum Multivitamin 90 tabs","2024-09","19","11.00","9.17","9.33","135","125.00","7"
"MuscleTech Platinum Multivitamin 90 tabs","2024-10","7","10.67","9.00","8.92","99","113.00","10"
"MuscleTech Platinum Multivitamin 90 tabs","2024-11","10","12.00","9.17","8.92","135","123.00","12"
"MuscleTech Platinum Multivitamin 90 tabs","2024-12","12","9.67","10.33","9.00","135","123.00","14"
"MuscleTech Platinum Multivitamin 90 tabs","2025-01","14","12.00","11.33","9.17","110","126.67","15"
"MuscleTech Platinum Multivitamin 90 tabs","2025-02","15","13.67","12.83","9.92","104","116.33","13"
"MuscleTech Platinum Multivitamin 90 tabs","2025-03","13","14.00","11.83","10.50","87","100.33","19"
"MuscleTech Platinum Multivitamin 90 tabs","2025-04","19","15.67","13.83","11.42","132","107.67","13"
"MuscleTech Platinum Multivitamin 90 tabs","2025-05","13","15.00","14.33","11.75","135","118.00","14"
"MuscleTech Platinum Multivitamin 90 tabs","2025-06","14","15.33","14.67","12.50","135","134.00","18"
"MuscleTech Platinum Multivitamin 90 tabs","2025-07","18","15.00","15.33","13.33","122","130.67","7"
"MuscleTech Platinum Multivitamin 90 tabs","2025-08","7","13.00","14.00","13.42","135","130.67","14"
"MuscleTech Platinum Multivitamin 90 tabs","2025-09","14","13.00","14.17","13.00","135","130.67","17"
"MuscleTech Platinum Multivitamin 90 tabs","2025-10","17","12.67","13.83","13.83","106","125.33","18"
"MuscleTech Platinum Multivitamin 90 tabs","2025-11","18","16.33","14.67","14.50","135","125.33","16"
"MuscleTech Platinum Multivitamin 90 tabs","2025-12","16","17.00","15.00","14.83","103","114.67","18"
"MuscleTech Platinum Multivitamin 90 tabs","2026-01","18","17.33","15.00","15.17","135","124.33","16"
"MuscleTech Platinum Multivitamin 90 tabs","2026-02","16","16.67","16.50","15.25","135","124.33","18"
"MuscleTech Platinum Multivitamin 90 tabs","2026-03","18","17.33","17.17","15.67","135","135.00","24"
"MuscleTech Platinum Multivitamin 90 tabs","2026-04","24","19.33","18.33","16.08","135","135.00","22"
"MuscleTech Platinum Multivitamin 90 tabs","2026-05","22","21.33","19.00","16.83","135","135.00","31"
"MuscleTech Protein Cookie Chocolate Chip","2023-06","17","14.33","13.00","13.67","70","67.33","11"
"MuscleTech Protein Cookie Chocolate Chip","2023-07","11","12.33","12.67","13.42","60","61.67","15"
"MuscleTech Protein Cookie Chocolate Chip","2023-08","15","14.33","14.00","13.83","62","64.00","21"
"MuscleTech Protein Cookie Chocolate Chip","2023-09","21","15.67","15.00","14.50","69","63.67","12"
"MuscleTech Protein Cookie Chocolate Chip","2023-10","12","16.00","14.17","14.58","45","58.67","18"
"MuscleTech Protein Cookie Chocolate Chip","2023-11","18","17.00","15.67","14.50","74","62.67","11"
"MuscleTech Protein Cookie Chocolate Chip","2023-12","11","13.67","14.67","13.83","81","66.67","18"
"MuscleTech Protein Cookie Chocolate Chip","2024-01","18","15.67","15.83","14.25","84","79.67","11"
"MuscleTech Protein Cookie Chocolate Chip","2024-02","11","13.33","15.17","14.58","46","70.33","14"
"MuscleTech Protein Cookie Chocolate Chip","2024-03","14","14.33","14.00","14.50","38","56.00","10"
"MuscleTech Protein Cookie Chocolate Chip","2024-04","10","11.67","13.67","13.92","64","49.33","15"
"MuscleTech Protein Cookie Chocolate Chip","2024-05","15","13.00","13.17","14.42","78","60.00","12"
"MuscleTech Protein Cookie Chocolate Chip","2024-06","12","12.33","13.33","14.00","54","65.33","15"
"MuscleTech Protein Cookie Chocolate Chip","2024-07","15","14.00","12.83","14.33","66","66.00","14"
"MuscleTech Protein Cookie Chocolate Chip","2024-08","14","13.67","13.33","14.25","74","64.67","12"
"MuscleTech Protein Cookie Chocolate Chip","2024-09","12","13.67","13.00","13.50","70","70.00","14"
"MuscleTech Protein Cookie Chocolate Chip","2024-10","14","13.33","13.67","13.67","79","74.33","13"
"MuscleTech Protein Cookie Chocolate Chip","2024-11","13","13.00","13.33","13.25","38","62.33","7"
"MuscleTech Protein Cookie Chocolate Chip","2024-12","7","11.33","12.50","12.92","32","49.67","9"
"MuscleTech Protein Cookie Chocolate Chip","2025-01","9","9.67","11.50","12.17","57","42.33","14"
"MuscleTech Protein Cookie Chocolate Chip","2025-02","14","10.00","11.50","12.42","58","49.00","12"
"MuscleTech Protein Cookie Chocolate Chip","2025-03","12","11.67","11.50","12.25","76","63.67","12"
"MuscleTech Protein Cookie Chocolate Chip","2025-04","12","12.67","11.17","12.42","41","58.33","13"
"MuscleTech Protein Cookie Chocolate Chip","2025-05","13","12.33","11.17","12.25","65","60.67","14"
"MuscleTech Protein Cookie Chocolate Chip","2025-06","14","13.00","12.33","12.42","73","59.67","18"
"MuscleTech Protein Cookie Chocolate Chip","2025-07","18","15.00","13.83","12.67","44","60.67","13"
"MuscleTech Protein Cookie Chocolate Chip","2025-08","13","15.00","13.67","12.58","49","55.33","7"
"MuscleTech Protein Cookie Chocolate Chip","2025-09","7","12.67","12.83","12.17","44","45.67","10"
"MuscleTech Protein Cookie Chocolate Chip","2025-10","10","10.00","12.50","11.83","49","47.33","18"
"MuscleTech Protein Cookie Chocolate Chip","2025-11","18","11.67","13.33","12.25","85","59.33","17"
"MuscleTech Protein Cookie Chocolate Chip","2025-12","17","15.00","13.83","13.08","56","63.33","15"
"MuscleTech Protein Cookie Chocolate Chip","2026-01","15","16.67","13.33","13.58","83","74.67","11"
"MuscleTech Protein Cookie Chocolate Chip","2026-02","11","14.33","13.00","13.33","31","56.67","12"
"MuscleTech Protein Cookie Chocolate Chip","2026-03","12","12.67","13.83","13.33","42","52.00","20"
"MuscleTech Protein Cookie Chocolate Chip","2026-04","20","14.33","15.50","14.00","58","43.67","20"
"MuscleTech Protein Cookie Chocolate Chip","2026-05","20","17.33","15.83","14.58","43","47.67","18"
"MuscleTech Test HD 90 caps","2023-06","6","6.33","7.00","7.00","56","54.67","6"
"MuscleTech Test HD 90 caps","2023-07","6","6.33","6.50","7.00","58","56.33","8"
"MuscleTech Test HD 90 caps","2023-08","8","6.67","6.50","7.17","62","58.67","6"
"MuscleTech Test HD 90 caps","2023-09","6","6.67","6.50","7.00","39","53.00","4"
"MuscleTech Test HD 90 caps","2023-10","4","6.00","6.17","6.75","60","53.67","5"
"MuscleTech Test HD 90 caps","2023-11","5","5.00","5.83","6.42","45","48.00","8"
"MuscleTech Test HD 90 caps","2023-12","8","5.67","6.17","6.58","55","53.33","10"
"MuscleTech Test HD 90 caps","2024-01","10","7.67","6.83","6.67","92","64.00","9"
"MuscleTech Test HD 90 caps","2024-02","9","9.00","7.00","6.75","63","70.00","7"
"MuscleTech Test HD 90 caps","2024-03","7","8.67","7.17","6.83","45","66.67","8"
"MuscleTech Test HD 90 caps","2024-04","8","8.00","7.83","7.00","59","55.67","7"
"MuscleTech Test HD 90 caps","2024-05","7","7.33","8.17","7.00","73","59.00","9"
"MuscleTech Test HD 90 caps","2024-06","9","8.00","8.33","7.25","67","66.33","6"
"MuscleTech Test HD 90 caps","2024-07","6","7.33","7.67","7.25","50","63.33","7"
"MuscleTech Test HD 90 caps","2024-08","7","7.33","7.33","7.17","79","65.33","9"
"MuscleTech Test HD 90 caps","2024-09","9","7.33","7.67","7.42","78","69.00","6"
"MuscleTech Test HD 90 caps","2024-10","6","7.33","7.33","7.58","75","77.33","7"
"MuscleTech Test HD 90 caps","2024-11","7","7.33","7.33","7.75","89","80.67","8"
"MuscleTech Test HD 90 caps","2024-12","8","7.00","7.17","7.75","70","78.00","10"
"MuscleTech Test HD 90 caps","2025-01","10","8.33","7.83","7.75","88","82.33","10"
"MuscleTech Test HD 90 caps","2025-02","10","9.33","8.33","7.83","57","71.67","11"
"MuscleTech Test HD 90 caps","2025-03","11","10.33","8.67","8.17","93","79.33","8"
"MuscleTech Test HD 90 caps","2025-04","8","9.67","9.00","8.17","62","70.67","6"
"MuscleTech Test HD 90 caps","2025-05","6","8.33","8.83","8.08","77","77.33","5"
"MuscleTech Test HD 90 caps","2025-06","5","6.33","8.33","7.75","68","69.00","6"
"MuscleTech Test HD 90 caps","2025-07","6","5.67","7.67","7.75","48","64.33","9"
"MuscleTech Test HD 90 caps","2025-08","9","6.67","7.50","7.92","50","55.33","9"
"MuscleTech Test HD 90 caps","2025-09","9","8.00","7.17","7.92","69","55.67","9"
"MuscleTech Test HD 90 caps","2025-10","9","9.00","7.33","8.17","84","67.67","7"
"MuscleTech Test HD 90 caps","2025-11","7","8.33","7.50","8.17","92","81.67","11"
"MuscleTech Test HD 90 caps","2025-12","11","9.00","8.50","8.42","58","78.00","8"
"MuscleTech Test HD 90 caps","2026-01","8","8.67","8.83","8.25","83","77.67","9"
"MuscleTech Test HD 90 caps","2026-02","9","9.33","8.83","8.17","93","78.00","9"
"MuscleTech Test HD 90 caps","2026-03","9","8.67","8.83","8.00","77","84.33","9"
"MuscleTech Test HD 90 caps","2026-04","9","9.00","8.83","8.08","85","85.00","10"
"MuscleTech Test HD 90 caps","2026-05","10","9.33","9.33","8.42","69","77.00","9"
"MuscleTech Vapor X5 Fruit Punch","2023-06","7","9.33","10.50","10.00","111","108.33","10"
"MuscleTech Vapor X5 Fruit Punch","2023-07","10","9.67","9.67","10.25","113","111.00","9"
"MuscleTech Vapor X5 Fruit Punch","2023-08","9","8.67","9.67","10.42","115","113.00","12"
"MuscleTech Vapor X5 Fruit Punch","2023-09","12","10.33","9.83","10.67","95","107.67","12"
"MuscleTech Vapor X5 Fruit Punch","2023-10","12","11.00","10.33","10.83","119","109.67","13"
"MuscleTech Vapor X5 Fruit Punch","2023-11","13","12.33","10.50","10.75","135","116.33","9"
"MuscleTech Vapor X5 Fruit Punch","2023-12","9","11.33","10.83","10.67","104","119.33","8"
"MuscleTech Vapor X5 Fruit Punch","2024-01","8","10.00","10.50","10.08","99","112.67","11"
"MuscleTech Vapor X5 Fruit Punch","2024-02","11","9.33","10.83","10.25","116","106.33","11"
"MuscleTech Vapor X5 Fruit Punch","2024-03","11","10.00","10.67","10.25","91","102.00","7"
"MuscleTech Vapor X5 Fruit Punch","2024-04","7","9.67","9.83","10.08","95","100.67","0"
"MuscleTech Vapor X5 Fruit Punch","2024-05","0","6.00","7.67","9.08","101","95.67","5"
"MuscleTech Vapor X5 Fruit Punch","2024-06","5","4.00","7.00","8.92","79","91.67","10"
"MuscleTech Vapor X5 Fruit Punch","2024-07","10","5.00","7.33","8.92","87","89.00","16"
"MuscleTech Vapor X5 Fruit Punch","2024-08","16","10.33","8.17","9.50","113","93.00","8"
"MuscleTech Vapor X5 Fruit Punch","2024-09","8","11.33","7.67","9.17","79","93.00","8"
"MuscleTech Vapor X5 Fruit Punch","2024-10","8","10.67","7.83","8.83","88","93.33","9"
"MuscleTech Vapor X5 Fruit Punch","2024-11","9","8.33","9.33","8.50","107","91.33","12"
"MuscleTech Vapor X5 Fruit Punch","2024-12","12","9.67","10.50","8.75","109","101.33","8"
"MuscleTech Vapor X5 Fruit Punch","2025-01","8","9.67","10.17","8.75","83","99.67","12"
"MuscleTech Vapor X5 Fruit Punch","2025-02","12","10.67","9.50","8.83","84","92.00","11"
"MuscleTech Vapor X5 Fruit Punch","2025-03","11","10.33","10.00","8.83","118","95.00","7"
"MuscleTech Vapor X5 Fruit Punch","2025-04","7","10.00","9.83","8.83","93","98.33","12"
"MuscleTech Vapor X5 Fruit Punch","2025-05","12","10.00","10.33","9.83","100","103.67","10"
"MuscleTech Vapor X5 Fruit Punch","2025-06","10","9.67","10.00","10.25","103","98.67","9"
"MuscleTech Vapor X5 Fruit Punch","2025-07","9","10.33","10.17","10.17","97","100.00","8"
"MuscleTech Vapor X5 Fruit Punch","2025-08","8","9.00","9.50","9.50","97","99.00","11"
"MuscleTech Vapor X5 Fruit Punch","2025-09","11","9.33","9.50","9.75","89","94.33","9"
"MuscleTech Vapor X5 Fruit Punch","2025-10","9","9.33","9.83","9.83","96","94.00","8"
"MuscleTech Vapor X5 Fruit Punch","2025-11","8","9.33","9.17","9.75","134","106.33","11"
"MuscleTech Vapor X5 Fruit Punch","2025-12","11","9.33","9.33","9.67","109","113.00","8"
"MuscleTech Vapor X5 Fruit Punch","2026-01","8","9.00","9.17","9.67","99","114.00","4"
"MuscleTech Vapor X5 Fruit Punch","2026-02","4","7.67","8.50","9.00","89","99.00","11"
"MuscleTech Vapor X5 Fruit Punch","2026-03","11","7.67","8.50","9.00","103","97.00","18"
"MuscleTech Vapor X5 Fruit Punch","2026-04","18","11.00","10.00","9.92","106","99.33","18"
"MuscleTech Vapor X5 Fruit Punch","2026-05","18","15.67","11.67","10.42","106","105.00","29"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-06","6","5.67","5.50","5.92","106","122.67","6"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-07","6","6.00","5.17","5.83","135","122.67","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-08","5","5.67","5.50","5.67","108","116.33","6"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-09","6","5.67","5.67","5.75","109","117.33","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-10","5","5.33","5.67","5.75","112","109.67","6"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-11","6","5.67","5.67","5.58","135","118.67","7"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2023-12","7","6.00","5.83","5.67","135","127.33","6"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-01","6","6.33","5.83","5.50","132","134.00","6"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-02","6","6.33","6.00","5.75","123","130.00","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-03","5","5.67","5.83","5.75","93","116.00","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-04","5","5.33","5.83","5.75","103","106.33","4"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-05","4","4.67","5.50","5.58","121","105.67","4"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-06","4","4.33","5.00","5.42","115","113.00","9"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-07","9","5.67","5.50","5.67","116","117.33","8"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-08","8","7.00","5.83","5.92","92","107.67","10"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-09","10","9.00","6.67","6.25","135","114.33","7"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-10","7","8.33","7.00","6.42","89","105.33","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-11","5","7.33","7.17","6.33","89","104.33","7"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2024-12","7","6.33","7.67","6.33","78","85.33","9"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-01","9","7.00","7.67","6.58","135","100.67","5"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-02","5","7.00","7.17","6.50","96","103.00","8"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-03","8","7.33","6.83","6.75","95","108.67","4"
"Optimum Nutrition Amino Energy Blue Raspberry 270 g","2025-04","4","5.67","6.33","6.67","127","106.00","4"
